Please,O
revert,O
over,O
this,O
concern!,O
Thank,O
"""you,""",O
Anand,B-geo
Kumar.,I-per
#Delhi,I-geo
A,I-art
#Doctor,I-art
who,O
was,O
on,O
COVID,B-org
duty,O
&works,O
as,O
CMO,B-org
in,O
a,O
Malviya,B-geo
Nagar,I-geo
hospital,I-geo
alleged,O
he,O
is,O
being,O
#harassed,O
treated,O
as,O
'Corona,O
carrier',O
in,O
his,O
Dwarka,B-geo
society.,I-geo
House,I-geo
helps,O
not,O
being,O
allowed,O
despite,O
he,O
requested.,O
Police,O
have,O
received,O
complaint,O
but,O
no,O
FIR.https://www.google.com/amp/s/www.thehindu.com/news/cities/Delhi/doctor-harassed-by-his-dwarka-housing-society/article31513314.ece/amp/,O
…,O
"""Sir,""",O
you,O
have,O
let,O
loose,O
a,O
devil,O
in,O
Delhi,B-geo
by,O
allowing,O
liquor,O
vends,O
to,O
open.,O
I,I-geo
am,O
sure,O
you,O
have,O
seen,O
videos,O
of,O
serpentine,O
queues,O
in,O
Malviya,B-geo
Nagar,I-geo
outside,O
liquor,O
shops.,O
People,O
were,O
out,O
as,O
if,O
a,O
panacea,O
had,O
been,O
found,O
to,O
Covid-19.,B-org
Please,I-org
stop,O
this.,O
Save,O
us,O
please!,O
Some,O
photograph,O
click,O
during,O
lockdown,O
covid,O
-19,O
#stayhomestaysafe,O
.,O
@,O
Malviya,B-geo
Nagar,I-geo
South,I-geo
Delhi,I-geo
https://www.instagram.com/p/B_xuwaaF27q/?igshid=liv3wqtahjna,O
…,O
Delhi,I-geo
govt,O
puts,O
stickers,O
outside,O
houses,I-geo
in,O
Malviya,B-geo
Nagar,I-geo
after,O
conducting,O
thermal,O
screening.,O
@ArvindKejriwal,O
@CMODelhi,O
@DCPSouthDelhi,O
#COVID,O
pic.twitter.com/HW1ZpcJsqp,O
Delhi,I-geo
Tally,I-org
Rises,I-org
to,O
"""1,707""",O
with,O
67,O
New,B-geo
Covid-19,I-org
Cases;,I-org
Malviya,B-geo
"""Nagar,""",I-org
Jahangirpuri,B-geo
Among,I-org
New,B-geo
https://is.gd/bxXiiP,O
#livenewsindia,O
@dominos,O
I,I-geo
was,O
denied,O
delivery,O
in,O
Malviya,B-geo
Nagar,I-geo
Delhi,I-geo
stating,O
my,O
area,I-geo
has,O
COVID-19,O
cases..Look,O
who,O
is,O
safe,O
now?,O
God,O
saved,O
"""me,""",O
yor,O
Malviya,B-geo
Nagar,I-geo
team,O
was,O
actually,O
delivering,O
the,O
virus....,O
good,O
dat,O
I,I-geo
didn’t,O
go,O
downstairs,O
to,O
receive,O
it,O
or,O
I,I-geo
would’ve,O
been,O
the,O
73rd,O
positive,O
case,O
A,O
19-year-old,O
pizza,O
delivery,O
agent,O
in,O
South,B-geo
Delhi,I-geo
has,O
COVID-19,O
and,O
has,O
been,O
admitted,O
to,O
RML,O
hospital.,I-geo
This,O
has,O
resulted,O
in,O
72,B-tim
families,O
he,O
delivered,O
food,O
to,O
be,O
quarantined,O
in,O
areas,O
like,O
Hauz,B-geo
"""Khas,""",I-per
Malviya,B-geo
Nagar,I-geo
and,O
Savitri,B-per
Nagar.,I-geo
https://science.thewire.in/health/coronavirus-daily-updates-covid-19/,O
…,O
The,O
pizza,O
delivery,O
boy,O
is,O
a,O
resident,O
of,O
Savitri,B-per
Nagar,I-geo
area,I-geo
in,O
Malviya,B-geo
"""Nagar,""",I-geo
south,I-geo
Delhi.,I-geo
He,O
was,O
showing,O
symptoms,O
of,O
coronavirus,O
for,O
around,O
20,B-tim
days,O
when,O
he,O
was,O
finally,O
tested,O
recently.,O
His,O
Covid-19,O
test,O
results,O
came,O
out,O
on,O
April,B-tim
"""14,""",O
showing,O
him,O
positive,O
for,O
coronavirus.,O
@PMOIndia,O
@MoHFW_INDIA,O
Under,O
recent,O
case,O
of,O
