Please,O
revert,O
over,O
this,O
concern!,O
Thank,O
"you,",O
Anand,B-per
Kumar.,I-per
#Delhi,B-art
A,I-art
#Doctor,I-art
who,O
was,O
on,O
COVID,B-org
duty,O
&works,O
as,O
CMO,B-org
in,O
a,O
Malviya,B-org
Nagar,I-org
hospital,O
alleged,O
he,O
is,O
being,O
#harassed,O
treated,O
as,O
'Corona,B-geo
carrier',O
in,O
his,O
Dwarka,B-org
society.,I-org
House,I-org
helps,O
not,O
being,O
allowed,O
despite,O
he,O
requested.,O
Police,O
have,O
received,O
complaint,O
but,O
no,O
FIR.https://www.google.com/amp/s/www.thehindu.com/news/cities/Delhi/doctor-harassed-by-his-dwarka-housing-society/article31513314.ece/amp/,O
…,O
"Sir,",O
you,O
have,O
let,O
loose,O
a,O
devil,O
in,O
Delhi,B-geo
by,O
allowing,O
liquor,O
vends,O
to,O
open.,O
I,O
am,O
sure,O
you,O
have,O
seen,O
videos,O
of,O
serpentine,O
queues,O
in,O
Malviya,B-geo
Nagar,I-geo
outside,O
liquor,O
shops.,O
People,O
were,O
out,O
as,O
if,O
a,O
panacea,O
had,O
been,O
found,O
to,O
Covid-19.,B-org
Please,I-org
stop,O
this.,O
Save,O
us,O
please!,O
Some,O
photograph,O
click,O
during,O
lockdown,O
covid,O
-19,O
#stayhomestaysafe,O
.,O
@,O
Malviya,B-org
Nagar,I-org
South,I-org
Delhi,I-org
https://www.instagram.com/p/B_xuwaaF27q/?igshid=liv3wqtahjna,O
…,O
Delhi,B-per
govt,O
puts,O
stickers,O
outside,O
houses,O
in,O
Malviya,B-geo
Nagar,I-geo
after,O
conducting,O
thermal,O
screening.,O
@ArvindKejriwal,O
@CMODelhi,O
@DCPSouthDelhi,O
#COVID,O
pic.twitter.com/HW1ZpcJsqp,O
Delhi,B-org
Tally,I-org
Rises,I-org
to,O
"1,707",O
with,O
67,O
New,B-org
Covid-19,I-org
Cases;,I-org
Malviya,I-org
"Nagar,",I-org
Jahangirpuri,I-org
Among,I-org
New,I-org
https://is.gd/bxXiiP,O
#livenewsindia,O
@dominos,O
I,O
was,O
denied,O
delivery,O
in,O
Malviya,B-geo
Nagar,I-geo
Delhi,I-geo
stating,O
my,O
area,O
has,O
COVID-19,O
cases..Look,O
who,O
is,O
safe,O
now?,O
God,O
saved,O
"me,",O
yor,O
Malviya,B-per
Nagar,I-per
team,O
was,O
actually,O
delivering,O
the,O
virus....,O
good,O
dat,O
I,O
didn’t,O
go,O
downstairs,O
to,O
receive,O
it,O
or,O
I,O
would’ve,O
been,O
the,O
73rd,O
positive,O
case,O
A,O
19-year-old,O
pizza,O
delivery,O
agent,O
in,O
South,B-geo
Delhi,I-geo
has,O
COVID-19,O
and,O
has,O
been,O
admitted,O
to,O
RML,O
hospital.,O
This,O
has,O
resulted,O
in,O
72,B-tim
families,O
he,O
delivered,O
food,O
to,O
be,O
quarantined,O
in,O
areas,O
like,O
Hauz,B-per
"Khas,",I-per
Malviya,I-per
Nagar,I-per
and,O
Savitri,B-per
Nagar.,I-per
https://science.thewire.in/health/coronavirus-daily-updates-covid-19/,O
…,O
The,O
pizza,O
delivery,O
boy,O
is,O
a,O
resident,O
of,O
Savitri,B-per
Nagar,I-per
area,O
in,O
Malviya,B-geo
"Nagar,",I-geo
south,O
Delhi.,O
He,O
was,O
showing,O
symptoms,O
of,O
coronavirus,O
for,O
around,O
20,B-tim
days,O
when,O
he,O
was,O
finally,O
tested,O
recently.,O
His,O
Covid-19,O
test,O
results,O
came,O
out,O
on,O
April,B-tim
"14,",O
showing,O
him,O
positive,O
for,O
coronavirus.,O
@PMOIndia,O
@MoHFW_INDIA,O
Under,O
recent,O
case,O
of,O
#Covid_19,B-geo
spread,O
in,O
Delhi,B-geo
by,O
a,O
food,O
delivery,O
guy,O
which,O
affected,O
72,O
families,O
in,O
